Field1,VALUE,Count,Area
11,101,70.00000000000,59967.09433600000
14,0,233.00000000000,199604.75686100000
14,1,125.00000000000,107084.09702900000
14,2,118.00000000000,101087.38759500000
14,3,179.00000000000,153344.42694500000
14,4,197.00000000000,168764.53691700000
14,5,274.00000000000,234728.34068700000
14,6,311.00000000000,266425.23340700000
14,7,293.00000000000,251005.12343500000
14,8,295.00000000000,252718.46898700000
14,9,293.00000000000,251005.12343500000
14,10,204.00000000000,174761.24635100000
14,11,169.00000000000,144777.69918300000
14,12,218.00000000000,186754.66521800000
14,13,179.00000000000,153344.42694500000
14,14,213.00000000000,182471.30133700000
14,15,226.00000000000,193608.04742800000
14,16,232.00000000000,198748.08408500000
14,17,281.00000000000,240725.05012000000
14,18,333.00000000000,285272.03448400000
14,19,364.00000000000,311828.89054700000
14,20,323.00000000000,276705.30672200000
14,21,188.00000000000,161054.48193100000
14,22,124.00000000000,106227.42425200000
14,23,49.00000000000,41976.96603520000
14,24,7.00000000000,5996.70943360000
14,25,1.00000000000,856.67277622800
16,0,604.00000000000,517430.35684200000
16,1,106.00000000000,90807.31428020000
16,2,99.00000000000,84810.60484660000
16,3,107.00000000000,91663.98705640000
16,4,141.00000000000,120790.86144800000
16,5,149.00000000000,127644.24365800000
16,6,142.00000000000,121647.53422400000
16,7,134.00000000000,114794.15201500000
16,8,124.00000000000,106227.42425200000
16,9,126.00000000000,107940.76980500000
16,10,135.00000000000,115650.82479100000
16,11,134.00000000000,114794.15201500000
16,12,165.00000000000,141351.00807800000
16,13,135.00000000000,115650.82479100000
16,14,165.00000000000,141351.00807800000
16,15,181.00000000000,155057.77249700000
16,16,180.00000000000,154201.09972100000
16,17,237.00000000000,203031.44796600000
16,18,322.00000000000,275848.63394600000
16,19,385.00000000000,329819.01884800000
16,20,520.00000000000,445469.84363900000
16,21,348.00000000000,298122.12612700000
16,22,160.00000000000,137067.64419700000
16,23,35.00000000000,29983.54716800000
16,24,8.00000000000,6853.38220983000
16,25,3.00000000000,2570.01832869000
16,26,4.00000000000,3426.69110491000
16,27,4.00000000000,3426.69110491000
16,28,4.00000000000,3426.69110491000
16,29,1.00000000000,856.67277622800
16,30,2.00000000000,1713.34555246000
16,31,1.00000000000,856.67277622800
16,33,1.00000000000,856.67277622800
16,34,2.00000000000,1713.34555246000
16,35,2.00000000000,1713.34555246000
16,36,1.00000000000,856.67277622800
16,37,3.00000000000,2570.01832869000
16,38,1.00000000000,856.67277622800
16,39,2.00000000000,1713.34555246000
16,40,1.00000000000,856.67277622800
16,41,3.00000000000,2570.01832869000
16,42,2.00000000000,1713.34555246000
16,46,1.00000000000,856.67277622800
16,47,1.00000000000,856.67277622800
16,48,1.00000000000,856.67277622800
16,49,1.00000000000,856.67277622800
16,50,1.00000000000,856.67277622800
16,51,2.00000000000,1713.34555246000
16,52,2.00000000000,1713.34555246000
16,53,2.00000000000,1713.34555246000
16,55,4.00000000000,3426.69110491000
16,57,1.00000000000,856.67277622800
16,58,1.00000000000,856.67277622800
16,59,3.00000000000,2570.01832869000
16,60,1.00000000000,856.67277622800
16,61,1.00000000000,856.67277622800
16,62,3.00000000000,2570.01832869000
16,63,1.00000000000,856.67277622800
16,64,2.00000000000,1713.34555246000
16,65,1.00000000000,856.67277622800
16,66,2.00000000000,1713.34555246000
16,68,3.00000000000,2570.01832869000
16,69,1.00000000000,856.67277622800
16,71,3.00000000000,2570.01832869000
16,72,2.00000000000,1713.34555246000
16,73,2.00000000000,1713.34555246000
16,74,1.00000000000,856.67277622800
16,77,1.00000000000,856.67277622800
16,81,1.00000000000,856.67277622800
16,82,1.00000000000,856.67277622800
16,83,2.00000000000,1713.34555246000
16,84,1.00000000000,856.67277622800
16,85,2.00000000000,1713.34555246000
16,86,4.00000000000,3426.69110491000
16,87,2.00000000000,1713.34555246000
16,88,1.00000000000,856.67277622800
16,89,1.00000000000,856.67277622800
16,90,2.00000000000,1713.34555246000
16,91,3.00000000000,2570.01832869000
16,92,2.00000000000,1713.34555246000
16,93,2.00000000000,1713.34555246000
16,94,2.00000000000,1713.34555246000
16,95,2.00000000000,1713.34555246000
16,96,3.00000000000,2570.01832869000
16,97,2.00000000000,1713.34555246000
16,98,2.00000000000,1713.34555246000
16,99,1.00000000000,856.67277622800
16,100,3.00000000000,2570.01832869000
16,101,462.00000000000,395782.82261800000
18,0,5.00000000000,4283.36388114000
18,1,4.00000000000,3426.69110491000
18,2,7.00000000000,5996.70943360000
18,3,9.00000000000,7710.05498606000
18,4,10.00000000000,8566.72776228000
18,5,6.00000000000,5140.03665737000
18,6,4.00000000000,3426.69110491000
18,7,14.00000000000,11993.41886720000
18,8,17.00000000000,14563.43719590000
18,9,10.00000000000,8566.72776228000
18,10,17.00000000000,14563.43719590000
18,11,14.00000000000,11993.41886720000
18,12,18.00000000000,15420.10997210000
18,13,25.00000000000,21416.81940570000
18,14,17.00000000000,14563.43719590000
18,15,27.00000000000,23130.16495820000
18,16,30.00000000000,25700.18328690000
18,17,43.00000000000,36836.92937780000
18,18,57.00000000000,48830.34824500000
18,19,75.00000000000,64250.45821710000
18,20,160.00000000000,137067.64419700000
18,21,491.00000000000,420626.33312800000
18,22,2139.00000000000,1832423.06835000000
18,23,1579.00000000000,1352686.31366000000
18,24,192.00000000000,164481.17303600000
18,25,9.00000000000,7710.05498606000
18,26,4.00000000000,3426.69110491000
18,28,1.00000000000,856.67277622800
18,29,1.00000000000,856.67277622800
18,30,1.00000000000,856.67277622800
18,32,1.00000000000,856.67277622800
18,33,1.00000000000,856.67277622800
18,37,1.00000000000,856.67277622800
18,39,2.00000000000,1713.34555246000
18,41,2.00000000000,1713.34555246000
18,42,1.00000000000,856.67277622800
18,43,1.00000000000,856.67277622800
18,44,1.00000000000,856.67277622800
18,46,1.00000000000,856.67277622800
18,48,1.00000000000,856.67277622800
18,49,1.00000000000,856.67277622800
18,50,1.00000000000,856.67277622800
18,51,1.00000000000,856.67277622800
18,53,1.00000000000,856.67277622800
18,55,1.00000000000,856.67277622800
18,58,1.00000000000,856.67277622800
18,59,3.00000000000,2570.01832869000
18,60,2.00000000000,1713.34555246000
18,61,1.00000000000,856.67277622800
18,62,1.00000000000,856.67277622800
18,63,1.00000000000,856.67277622800
18,64,2.00000000000,1713.34555246000
18,68,3.00000000000,2570.01832869000
18,69,1.00000000000,856.67277622800
18,73,1.00000000000,856.67277622800
18,74,1.00000000000,856.67277622800
18,75,2.00000000000,1713.34555246000
18,77,2.00000000000,1713.34555246000
18,78,1.00000000000,856.67277622800
18,80,1.00000000000,856.67277622800
18,81,1.00000000000,856.67277622800
18,84,1.00000000000,856.67277622800
18,88,1.00000000000,856.67277622800
18,90,1.00000000000,856.67277622800
18,91,2.00000000000,1713.34555246000
18,92,1.00000000000,856.67277622800
18,94,3.00000000000,2570.01832869000
18,96,4.00000000000,3426.69110491000
18,97,1.00000000000,856.67277622800
18,98,1.00000000000,856.67277622800
18,99,2.00000000000,1713.34555246000
18,101,381.00000000000,326392.32774300000
19,0,1149.00000000000,984317.01988600000
19,1,165.00000000000,141351.00807800000
19,2,141.00000000000,120790.86144800000
19,3,134.00000000000,114794.15201500000
19,4,136.00000000000,116507.49756700000
19,5,135.00000000000,115650.82479100000
19,6,122.00000000000,104514.07870000000
19,7,117.00000000000,100230.71481900000
19,8,125.00000000000,107084.09702900000
19,9,126.00000000000,107940.76980500000
19,10,125.00000000000,107084.09702900000
19,11,105.00000000000,89950.64150400000
19,12,83.00000000000,71103.84042700000
19,13,114.00000000000,97660.69649000000
19,14,122.00000000000,104514.07870000000
19,15,138.00000000000,118220.84312000000
19,16,143.00000000000,122504.20700100000
19,17,158.00000000000,135354.29864400000
19,18,204.00000000000,174761.24635100000
19,19,276.00000000000,236441.68623900000
19,20,518.00000000000,443756.49808600000
19,21,430.00000000000,368369.29377800000
19,22,325.00000000000,278418.65227400000
19,23,181.00000000000,155057.77249700000
19,24,77.00000000000,65963.80376960000
19,25,22.00000000000,18846.80107700000
19,26,2.00000000000,1713.34555246000
19,28,1.00000000000,856.67277622800
19,29,1.00000000000,856.67277622800
19,30,2.00000000000,1713.34555246000
19,31,2.00000000000,1713.34555246000
19,32,1.00000000000,856.67277622800
19,34,2.00000000000,1713.34555246000
19,38,1.00000000000,856.67277622800
19,40,1.00000000000,856.67277622800
19,41,1.00000000000,856.67277622800
19,42,2.00000000000,1713.34555246000
19,43,2.00000000000,1713.34555246000
19,44,1.00000000000,856.67277622800
19,46,1.00000000000,856.67277622800
19,48,1.00000000000,856.67277622800
19,49,2.00000000000,1713.34555246000
19,50,1.00000000000,856.67277622800
19,52,2.00000000000,1713.34555246000
19,53,1.00000000000,856.67277622800
19,54,1.00000000000,856.67277622800
19,57,1.00000000000,856.67277622800
19,58,2.00000000000,1713.34555246000
19,59,1.00000000000,856.67277622800
19,61,3.00000000000,2570.01832869000
19,62,1.00000000000,856.67277622800
19,64,1.00000000000,856.67277622800
19,67,2.00000000000,1713.34555246000
19,71,1.00000000000,856.67277622800
19,73,1.00000000000,856.67277622800
19,78,2.00000000000,1713.34555246000
19,85,1.00000000000,856.67277622800
19,86,1.00000000000,856.67277622800
19,89,1.00000000000,856.67277622800
19,90,1.00000000000,856.67277622800
19,100,5.00000000000,4283.36388114000
19,101,8.00000000000,6853.38220983000
20,0,1681.00000000000,1440066.93684000000
20,1,146.00000000000,125074.22532900000
20,2,145.00000000000,124217.55255300000
20,3,159.00000000000,136210.97142000000
20,4,142.00000000000,121647.53422400000
20,5,134.00000000000,114794.15201500000
20,6,118.00000000000,101087.38759500000
20,7,131.00000000000,112224.13368600000
20,8,124.00000000000,106227.42425200000
20,9,132.00000000000,113080.80646200000
20,10,150.00000000000,128500.91643400000
20,11,212.00000000000,181614.62856000000
20,12,265.00000000000,227018.28570100000
20,13,352.00000000000,301548.81723200000
20,14,339.00000000000,290412.07114100000
20,15,304.00000000000,260428.52397300000
20,16,256.00000000000,219308.23071400000
20,17,196.00000000000,167907.86414100000
20,18,108.00000000000,92520.65983270000
20,19,85.00000000000,72817.18597940000
20,20,102.00000000000,87380.62317530000
20,21,96.00000000000,82240.58651790000
20,22,39.00000000000,33410.23827290000
20,23,11.00000000000,9423.40053851000
20,24,3.00000000000,2570.01832869000
24,0,354.00000000000,303262.16278500000
24,1,142.00000000000,121647.53422400000
24,2,106.00000000000,90807.31428020000
24,3,149.00000000000,127644.24365800000
24,4,142.00000000000,121647.53422400000
24,5,175.00000000000,149917.73584000000
24,6,153.00000000000,131070.93476300000
24,7,160.00000000000,137067.64419700000
24,8,191.00000000000,163624.50026000000
24,9,197.00000000000,168764.53691700000
24,10,220.00000000000,188468.01077000000
24,11,245.00000000000,209884.83017600000
24,12,274.00000000000,234728.34068700000
24,13,282.00000000000,241581.72289600000
24,14,316.00000000000,270708.59728800000
24,15,338.00000000000,289555.39836500000
24,16,353.00000000000,302405.49000900000
24,17,280.00000000000,239868.37734400000
24,18,226.00000000000,193608.04742800000
24,19,138.00000000000,118220.84312000000
24,20,123.00000000000,105370.75147600000
24,21,102.00000000000,87380.62317530000
24,22,84.00000000000,71960.51320320000
24,23,54.00000000000,46260.32991630000
24,24,18.00000000000,15420.10997210000
24,25,14.00000000000,11993.41886720000
24,26,6.00000000000,5140.03665737000
24,27,3.00000000000,2570.01832869000
24,29,3.00000000000,2570.01832869000
24,30,2.00000000000,1713.34555246000
24,31,2.00000000000,1713.34555246000
24,32,2.00000000000,1713.34555246000
24,33,2.00000000000,1713.34555246000
24,34,3.00000000000,2570.01832869000
24,35,9.00000000000,7710.05498606000
24,36,3.00000000000,2570.01832869000
24,37,1.00000000000,856.67277622800
24,38,5.00000000000,4283.36388114000
24,39,1.00000000000,856.67277622800
24,40,3.00000000000,2570.01832869000
24,41,1.00000000000,856.67277622800
24,42,1.00000000000,856.67277622800
24,43,2.00000000000,1713.34555246000
24,44,1.00000000000,856.67277622800
24,46,4.00000000000,3426.69110491000
24,47,1.00000000000,856.67277622800
24,48,1.00000000000,856.67277622800
24,49,2.00000000000,1713.34555246000
24,51,1.00000000000,856.67277622800
24,52,1.00000000000,856.67277622800
24,54,3.00000000000,2570.01832869000
24,55,3.00000000000,2570.01832869000
24,56,3.00000000000,2570.01832869000
24,58,3.00000000000,2570.01832869000
24,59,2.00000000000,1713.34555246000
24,60,4.00000000000,3426.69110491000
24,61,1.00000000000,856.67277622800
24,62,2.00000000000,1713.34555246000
24,64,1.00000000000,856.67277622800
24,65,1.00000000000,856.67277622800
24,66,3.00000000000,2570.01832869000
24,67,3.00000000000,2570.01832869000
24,68,1.00000000000,856.67277622800
24,69,4.00000000000,3426.69110491000
24,70,1.00000000000,856.67277622800
24,71,2.00000000000,1713.34555246000
24,72,2.00000000000,1713.34555246000
24,75,1.00000000000,856.67277622800
24,76,1.00000000000,856.67277622800
24,77,3.00000000000,2570.01832869000
24,78,1.00000000000,856.67277622800
24,79,1.00000000000,856.67277622800
24,80,1.00000000000,856.67277622800
24,81,1.00000000000,856.67277622800
24,82,2.00000000000,1713.34555246000
24,83,2.00000000000,1713.34555246000
24,84,2.00000000000,1713.34555246000
24,85,1.00000000000,856.67277622800
24,86,2.00000000000,1713.34555246000
24,87,1.00000000000,856.67277622800
24,88,1.00000000000,856.67277622800
24,89,3.00000000000,2570.01832869000
24,90,2.00000000000,1713.34555246000
24,91,4.00000000000,3426.69110491000
24,92,3.00000000000,2570.01832869000
24,93,5.00000000000,4283.36388114000
24,94,1.00000000000,856.67277622800
24,96,2.00000000000,1713.34555246000
24,97,4.00000000000,3426.69110491000
24,99,3.00000000000,2570.01832869000
24,100,4.00000000000,3426.69110491000
24,101,439.00000000000,376079.34876400000
29,0,3194.00000000000,2736212.84727000000
29,1,167.00000000000,143064.35363000000
29,2,137.00000000000,117364.17034300000
29,3,136.00000000000,116507.49756700000
29,4,103.00000000000,88237.29595150000
29,5,108.00000000000,92520.65983270000
29,6,78.00000000000,66820.47654580000
29,7,91.00000000000,77957.22263680000
29,8,96.00000000000,82240.58651790000
29,9,84.00000000000,71960.51320320000
29,10,65.00000000000,55683.73045480000
29,11,74.00000000000,63393.78544090000
29,12,86.00000000000,73673.85875560000
29,13,83.00000000000,71103.84042700000
29,14,99.00000000000,84810.60484660000
29,15,89.00000000000,76243.87708430000
29,16,118.00000000000,101087.38759500000
29,17,93.00000000000,79670.56818920000
29,18,80.00000000000,68533.82209830000
29,19,75.00000000000,64250.45821710000
29,20,86.00000000000,73673.85875560000
29,21,96.00000000000,82240.58651790000
29,22,107.00000000000,91663.98705640000
29,23,52.00000000000,44546.98436390000
29,24,19.00000000000,16276.78274830000
29,25,6.00000000000,5140.03665737000
31,0,139.00000000000,119077.51589600000
31,1,44.00000000000,37693.60215410000
31,2,32.00000000000,27413.52883930000
31,3,36.00000000000,30840.21994420000
31,4,45.00000000000,38550.27493030000
31,5,51.00000000000,43690.31158770000
31,6,53.00000000000,45403.65714010000
31,7,69.00000000000,59110.42155980000
31,8,61.00000000000,52257.03934990000
31,9,61.00000000000,52257.03934990000
31,10,95.00000000000,81383.91374170000
31,11,93.00000000000,79670.56818920000
31,12,87.00000000000,74530.53153190000
31,13,133.00000000000,113937.47923800000
31,14,100.00000000000,85667.27762280000
31,15,90.00000000000,77100.54986060000
31,16,113.00000000000,96804.02371380000
31,17,160.00000000000,137067.64419700000
31,18,217.00000000000,185897.99244200000
31,19,294.00000000000,251861.79621100000
31,20,370.00000000000,316968.92720500000
31,21,323.00000000000,276705.30672200000
31,22,273.00000000000,233871.66791000000
31,23,454.00000000000,388929.44040800000
31,24,132.00000000000,113080.80646200000
31,25,61.00000000000,52257.03934990000
31,26,32.00000000000,27413.52883930000
31,27,4.00000000000,3426.69110491000
31,28,2.00000000000,1713.34555246000
31,29,1.00000000000,856.67277622800
31,31,6.00000000000,5140.03665737000
31,32,6.00000000000,5140.03665737000
31,33,3.00000000000,2570.01832869000
31,34,1.00000000000,856.67277622800
31,35,3.00000000000,2570.01832869000
31,36,5.00000000000,4283.36388114000
31,37,2.00000000000,1713.34555246000
31,38,1.00000000000,856.67277622800
31,39,3.00000000000,2570.01832869000
31,40,1.00000000000,856.67277622800
31,41,2.00000000000,1713.34555246000
31,42,1.00000000000,856.67277622800
31,43,2.00000000000,1713.34555246000
31,44,3.00000000000,2570.01832869000
31,45,1.00000000000,856.67277622800
31,46,2.00000000000,1713.34555246000
31,47,2.00000000000,1713.34555246000
31,48,1.00000000000,856.67277622800
31,49,3.00000000000,2570.01832869000
31,50,4.00000000000,3426.69110491000
31,51,5.00000000000,4283.36388114000
31,52,3.00000000000,2570.01832869000
31,53,1.00000000000,856.67277622800
31,54,2.00000000000,1713.34555246000
31,55,2.00000000000,1713.34555246000
31,56,2.00000000000,1713.34555246000
31,57,3.00000000000,2570.01832869000
31,59,2.00000000000,1713.34555246000
31,60,2.00000000000,1713.34555246000
31,61,1.00000000000,856.67277622800
31,62,1.00000000000,856.67277622800
31,64,2.00000000000,1713.34555246000
31,65,1.00000000000,856.67277622800
31,67,1.00000000000,856.67277622800
31,68,4.00000000000,3426.69110491000
31,69,4.00000000000,3426.69110491000
