"","OID_","OBJECTID_1","Value","Count","Area"
"461",461,49,14,389,350100
"462",462,49,15,6377,5739300
"463",463,49,16,2012,1810800
"464",464,49,17,1081,972900
"465",465,49,18,2307,2076300
"466",466,50,1,3330,2997000
"467",467,50,5,6613,5951700
"468",468,50,6,3251,2925900
"469",469,50,10,19,17100
"470",470,50,14,2802,2521800
"471",471,50,15,11540,10386000
"472",472,50,16,674,606600
"473",473,50,17,1147,1032300
"474",474,50,18,66,59400
"475",475,51,1,201,180900
"476",476,51,5,2790,2511000
"477",477,51,6,1930,1737000
"478",478,51,8,221,198900
"479",479,51,10,31,27900
"480",480,51,14,313,281700
"481",481,51,15,617,555300
"482",482,51,16,571,513900
"483",483,51,17,19510,17559000
"484",484,51,18,3244,2919600
"485",485,52,1,3029,2726100
"486",486,52,5,12433,11189700
"487",487,52,6,4232,3808800
"488",488,52,8,68,61200
"489",489,52,10,149,134100
"490",490,52,14,1255,1129500
"491",491,52,15,5235,4711500
"492",492,52,16,147,132300
"493",493,52,17,2338,2104200
"494",494,52,18,553,497700
"495",495,53,1,883,794700
"496",496,53,5,15130,13617000
"497",497,53,6,9748,8773200
"498",498,53,8,102,91800
"499",499,53,10,62,55800
"500",500,53,14,32,28800
"501",501,53,15,1294,1164600
"502",502,53,16,43,38700
"503",503,53,17,2117,1905300
"504",504,53,18,18,16200
"505",505,54,1,883,794700
"506",506,54,5,15130,13617000
"507",507,54,6,9748,8773200
"508",508,54,8,102,91800
"509",509,54,10,62,55800
"510",510,54,14,32,28800
"511",511,54,15,1294,1164600
"512",512,54,16,43,38700
"513",513,54,17,2117,1905300
"514",514,54,18,18,16200
"515",515,55,1,2209,1988100
"516",516,55,5,4464,4017600
"517",517,55,6,20423,18380700
"518",518,55,8,346,311400
"519",519,55,10,29,26100
"520",520,55,14,178,160200
"521",521,55,16,155,139500
"522",522,55,17,527,474300
"523",523,55,18,1114,1002600
"524",524,57,1,1163,1046700
"525",525,57,5,9354,8418600
"526",526,57,6,2115,1903500
"527",527,57,8,1899,1709100
"528",528,57,10,840,756000
"529",529,57,14,156,140400
"530",530,57,15,11724,10551600
"531",531,57,16,1262,1135800
"532",532,57,17,898,808200
"533",533,57,18,19,17100
"534",534,58,1,1725,1552500
"535",535,58,5,7865,7078500
"536",536,58,6,8837,7953300
"537",537,58,8,560,504000
"538",538,58,14,93,83700
"539",539,58,16,732,658800
"540",540,58,17,6524,5871600
"541",541,58,18,3094,2784600
"542",542,59,1,9206,8285400
"543",543,59,5,10055,9049500
"544",544,59,6,4927,4434300
"545",545,59,8,36,32400
"546",546,59,10,158,142200
"547",547,59,14,586,527400
"548",548,59,15,2265,2038500
"549",549,59,17,2207,1986300
"550",550,60,1,1034,930600
"551",551,60,5,3092,2782800
"552",552,60,6,9355,8419500
"553",553,60,8,27,24300
"554",554,60,10,70,63000
"555",555,60,14,2450,2205000
"556",556,60,15,1080,972000
"557",557,60,17,1124,1011600
"558",558,60,18,395,355500
"559",559,61,1,272,244800
"560",560,61,5,1646,1481400
"561",561,61,6,1727,1554300
"562",562,61,8,1383,1244700
"563",563,61,10,171,153900
"564",564,61,14,465,418500
"565",565,61,15,2227,2004300
"566",566,61,16,3632,3268800
"567",567,61,17,16156,14540400
"568",568,61,18,1742,1567800
"569",569,62,1,2783,2504700
"570",570,62,5,8593,7733700
"571",571,62,6,2045,1840500
"572",572,62,8,2247,2022300
"573",573,62,10,295,265500
"574",574,62,14,689,620100
"575",575,62,15,1622,1459800
"576",576,62,16,1595,1435500
"577",577,62,17,9231,8307900
"578",578,62,18,343,308700
"579",579,63,1,1711,1539900
"580",580,63,5,6942,6247800
"581",581,63,6,1756,1580400
"582",582,63,8,1524,1371600
"583",583,63,10,230,207000
"584",584,63,14,324,291600
"585",585,63,15,4019,3617100
"586",586,63,16,1575,1417500
"587",587,63,17,11107,9996300
"588",588,63,18,238,214200
"589",589,64,1,1529,1376100
"590",590,64,5,1694,1524600
"591",591,64,6,4514,4062600
"592",592,64,8,114,102600
"593",593,64,14,138,124200
"594",594,64,15,10289,9260100
"595",595,64,16,116,104400
"596",596,64,17,3339,3005100
"597",597,64,18,7705,6934500
"598",598,66,1,148,133200
"599",599,66,5,7708,6937200
"600",600,66,6,538,484200
"601",601,66,8,103,92700
"602",602,66,10,191,171900
"603",603,66,14,5920,5328000
"604",604,66,15,11537,10383300
"605",605,66,16,6,5400
"606",606,66,17,3151,2835900
"607",607,66,18,131,117900
"608",608,67,1,829,746100
"609",609,67,5,12053,10847700
"610",610,67,6,5300,4770000
"611",611,67,8,24,21600
"612",612,67,10,177,159300
"613",613,67,14,3395,3055500
"614",614,67,15,2727,2454300
"615",615,67,16,101,90900
"616",616,67,17,4736,4262400
"617",617,67,18,82,73800
"618",618,68,1,559,503100
"619",619,68,5,8919,8027100
"620",620,68,6,1335,1201500
"621",621,68,8,43,38700
"622",622,68,10,99,89100
"623",623,68,14,1664,1497600
"624",624,68,15,1815,1633500
"625",625,68,16,30,27000
"626",626,68,17,7284,6555600
"627",627,68,18,7692,6922800
"628",628,69,1,1029,926100
"629",629,69,5,16619,14957100
"630",630,69,6,2943,2648700
"631",631,69,8,7,6300
"632",632,69,10,84,75600
"633",633,69,14,2984,2685600
"634",634,69,15,2070,1863000
"635",635,69,16,1543,1388700
"636",636,69,17,1844,1659600
"637",637,69,18,305,274500
"638",638,70,1,886,797400
"639",639,70,5,9653,8687700
"640",640,70,6,805,724500
"641",641,70,8,740,666000
"642",642,70,10,156,140400
"643",643,70,14,1154,1038600
"644",644,70,15,14699,13229100
"645",645,70,16,5,4500
"646",646,70,17,1334,1200600
"647",647,70,18,6,5400
"648",648,71,1,816,734400
"649",649,71,5,9190,8271000
"650",650,71,6,921,828900
"651",651,71,8,738,664200
"652",652,71,10,138,124200
"653",653,71,14,1456,1310400
"654",654,71,15,14746,13271400
"655",655,71,16,16,14400
"656",656,71,17,1380,1242000
"657",657,71,18,26,23400
"658",658,72,1,821,738900
"659",659,72,5,15337,13803300
"660",660,72,6,5558,5002200
"661",661,72,8,687,618300
"662",662,72,10,332,298800
"663",663,72,14,1021,918900
"664",664,72,15,971,873900
"665",665,72,16,2019,1817100
"666",666,72,17,1167,1050300
"667",667,72,18,1530,1377000
"668",668,73,1,1514,1362600
"669",669,73,5,9822,8839800
"670",670,73,6,993,893700
"671",671,73,8,921,828900
"672",672,73,10,509,458100
"673",673,73,14,726,653400
"674",674,73,15,4213,3791700
"675",675,73,16,1607,1446300
"676",676,73,17,8989,8090100
"677",677,73,18,153,137700
"678",678,74,1,842,757800
"679",679,74,5,7458,6712200
"680",680,74,6,4120,3708000
"681",681,74,8,298,268200
"682",682,74,10,88,79200
"683",683,74,14,318,286200
"684",684,74,15,10853,9767700
"685",685,74,16,1651,1485900
"686",686,74,17,3277,2949300
"687",687,74,18,535,481500
"688",688,76,1,625,562500
"689",689,76,5,5160,4644000
"690",690,76,6,1296,1166400
"691",691,76,8,1612,1450800
"692",692,76,10,236,212400
"693",693,76,14,309,278100
"694",694,76,15,1925,1732500
"695",695,76,16,3197,2877300
"696",696,76,17,14880,13392000
"697",697,76,18,202,181800
"698",698,77,1,1167,1050300
"699",699,77,5,9591,8631900
"700",700,77,6,2072,1864800
"701",701,77,8,2055,1849500
"702",702,77,10,849,764100
"703",703,77,14,158,142200
"704",704,77,15,11351,10215900
"705",705,77,16,1255,1129500
"706",706,77,17,902,811800
"707",707,77,18,19,17100
"708",708,79,1,170,153000
"709",709,79,5,2089,1880100
"710",710,79,6,729,656100
"711",711,79,8,146,131400
"712",712,79,10,101,90900
"713",713,79,14,4990,4491000
"714",714,79,15,1100,990000
"715",715,79,17,9754,8778600
"716",716,79,18,10359,9323100
"717",717,80,1,7092,6382800
"718",718,80,5,4888,4399200
"719",719,80,6,7760,6984000
"720",720,80,8,58,52200
"721",721,80,10,20,18000
"722",722,80,14,588,529200
"723",723,80,15,6551,5895900
"724",724,80,16,130,117000
"725",725,80,17,2335,2101500
"726",726,81,1,3355,3019500
"727",727,81,5,9151,8235900
"728",728,81,6,11775,10597500
"729",729,81,8,97,87300
"730",730,81,10,507,456300
"731",731,81,14,170,153000
"732",732,81,15,2277,2049300
"733",733,81,16,31,27900
"734",734,81,17,2083,1874700
"735",735,82,1,2198,1978200
"736",736,82,5,14405,12964500
"737",737,82,6,2586,2327400
"738",738,82,8,693,623700
"739",739,82,10,462,415800
"740",740,82,14,72,64800
"741",741,82,15,6684,6015600
"742",742,82,17,2327,2094300
