"","OID_","OBJECTID_1","Value","Count","Area"
"854",854,277,5,5,4500
"855",855,277,6,7,6300
"856",856,277,17,7,6300
"857",857,278,5,4,3600
"858",858,278,6,32,28800
"859",859,278,17,12,10800
"860",860,279,5,4,3600
"861",861,279,6,32,28800
"862",862,279,17,12,10800
"863",863,280,5,4,3600
"864",864,280,6,32,28800
"865",865,280,17,12,10800
"866",866,281,6,23,20700
"867",867,281,17,8,7200
"868",868,281,18,15,13500
"869",869,282,5,8,7200
"870",870,282,6,2,1800
"871",871,282,15,26,23400
"872",872,282,17,10,9000
"873",873,283,1,21,18900
"874",874,283,5,11,9900
"875",875,283,6,12,10800
"876",876,284,5,16,14400
"877",877,284,8,6,5400
"878",878,284,10,12,10800
"879",879,284,17,11,9900
"880",880,285,5,4,3600
"881",881,285,6,32,28800
"882",882,285,17,12,10800
"883",883,286,1,1,900
"884",884,286,6,5,4500
"885",885,286,14,2,1800
"886",886,286,17,33,29700
"887",887,286,18,3,2700
"888",888,287,5,4,3600
"889",889,287,6,32,28800
"890",890,287,17,12,10800
"891",891,288,5,4,3600
"892",892,288,6,32,28800
"893",893,288,17,12,10800
"894",894,289,5,4,3600
"895",895,289,6,32,28800
"896",896,289,17,12,10800
"897",897,290,5,4,3600
"898",898,290,6,32,28800
"899",899,290,17,12,10800
"900",900,291,18,44,39600
"901",901,292,14,24,21600
"902",902,292,18,21,18900
"903",903,293,5,28,25200
"904",904,293,6,9,8100
"905",905,293,17,8,7200
"906",906,294,5,26,23400
"907",907,294,6,3,2700
"908",908,294,16,6,5400
"909",909,294,17,9,8100
"910",910,295,5,26,23400
"911",911,295,6,3,2700
"912",912,295,16,6,5400
"913",913,295,17,9,8100
"914",914,296,5,4,3600
"915",915,296,6,32,28800
"916",916,296,17,12,10800
"917",917,297,8,12,10800
"918",918,297,17,2,1800
"919",919,297,18,33,29700
"920",920,298,5,9,8100
"921",921,298,6,29,26100
"922",922,298,18,10,9000
"923",923,299,5,28,25200
"924",924,299,6,2,1800
"925",925,299,14,5,4500
"926",926,299,18,13,11700
"927",927,300,8,12,10800
"928",928,300,17,2,1800
"929",929,300,18,33,29700
"930",930,301,5,4,3600
"931",931,301,6,32,28800
"932",932,301,17,12,10800
"933",933,302,1,5,4500
"934",934,302,17,40,36000
"935",935,303,5,33,29700
"936",936,303,6,9,8100
"937",937,303,17,1,900
"938",938,304,5,26,23400
"939",939,304,6,3,2700
"940",940,304,16,6,5400
"941",941,304,17,9,8100
"942",942,305,5,4,3600
"943",943,305,6,32,28800
"944",944,305,17,12,10800
"945",945,306,6,44,39600
"946",946,307,5,12,10800
"947",947,307,6,26,23400
"948",948,307,17,7,6300
"949",949,308,5,43,38700
"950",950,309,5,4,3600
"951",951,309,6,32,28800
"952",952,309,17,12,10800
"953",953,310,1,37,33300
"954",954,310,6,11,9900
"955",955,311,5,4,3600
"956",956,311,6,29,26100
"957",957,311,17,11,9900
"958",958,312,1,34,30600
"959",959,312,6,10,9000
"960",960,313,1,37,33300
"961",961,313,6,11,9900
"962",962,314,1,33,29700
"963",963,314,6,11,9900
"964",964,315,1,4,3600
"965",965,315,5,8,7200
"966",966,315,6,32,28800
"967",967,315,17,1,900
"968",968,316,5,4,3600
"969",969,316,6,32,28800
"970",970,316,17,12,10800
"971",971,317,15,26,23400
"972",972,317,18,19,17100
"973",973,318,1,4,3600
"974",974,318,5,8,7200
"975",975,318,6,10,9000
"976",976,318,15,8,7200
"977",977,318,17,15,13500
"978",978,319,5,36,32400
"979",979,319,17,10,9000
"980",980,320,1,29,26100
"981",981,320,5,3,2700
"982",982,320,6,9,8100
"983",983,320,17,3,2700
"984",984,321,1,34,30600
"985",985,321,6,11,9900
"986",986,322,1,34,30600
"987",987,322,6,11,9900
"988",988,323,1,34,30600
"989",989,323,6,11,9900
"990",990,324,1,34,30600
"991",991,324,6,11,9900
"992",992,325,1,34,30600
"993",993,325,6,11,9900
