OID_,OBJECTID_1,Value,Count,Area
1,1,14,1.000000000000000,900.000000000000000
2,1,15,46.000000000000000,41400.000000000000000
3,2,1,10.000000000000000,9000.000000000000000
4,2,5,4.000000000000000,3600.000000000000000
5,2,6,13.000000000000000,11700.000000000000000
6,2,14,4.000000000000000,3600.000000000000000
7,2,15,14.000000000000000,12600.000000000000000
8,3,1,8.000000000000000,7200.000000000000000
9,3,5,19.000000000000000,17100.000000000000000
10,3,6,1.000000000000000,900.000000000000000
11,3,8,15.000000000000000,13500.000000000000000
12,3,18,1.000000000000000,900.000000000000000
13,4,1,32.000000000000000,28800.000000000000000
14,4,6,8.000000000000000,7200.000000000000000
15,4,14,3.000000000000000,2700.000000000000000
16,5,5,6.000000000000000,5400.000000000000000
17,5,14,37.000000000000000,33300.000000000000000
18,6,1,8.000000000000000,7200.000000000000000
19,6,5,12.000000000000000,10800.000000000000000
20,6,6,23.000000000000000,20700.000000000000000
21,7,5,2.000000000000000,1800.000000000000000
22,7,6,6.000000000000000,5400.000000000000000
23,7,14,13.000000000000000,11700.000000000000000
24,7,15,22.000000000000000,19800.000000000000000
25,8,1,23.000000000000000,20700.000000000000000
26,8,14,20.000000000000000,18000.000000000000000
27,9,5,15.000000000000000,13500.000000000000000
28,9,15,22.000000000000000,19800.000000000000000
29,9,17,7.000000000000000,6300.000000000000000
30,10,1,16.000000000000000,14400.000000000000000
31,10,5,9.000000000000000,8100.000000000000000
32,10,6,11.000000000000000,9900.000000000000000
33,10,14,10.000000000000000,9000.000000000000000
34,11,5,19.000000000000000,17100.000000000000000
35,11,6,29.000000000000000,26100.000000000000000
36,12,5,43.000000000000000,38700.000000000000000
37,12,6,5.000000000000000,4500.000000000000000
38,13,1,21.000000000000000,18900.000000000000000
39,13,5,3.000000000000000,2700.000000000000000
40,13,8,24.000000000000000,21600.000000000000000
41,14,5,10.000000000000000,9000.000000000000000
42,14,6,36.000000000000000,32400.000000000000000
43,14,17,1.000000000000000,900.000000000000000
44,15,1,34.000000000000000,30600.000000000000000
45,15,6,10.000000000000000,9000.000000000000000
46,16,15,47.000000000000000,42300.000000000000000
47,17,5,34.000000000000000,30600.000000000000000
48,17,14,13.000000000000000,11700.000000000000000
49,18,5,13.000000000000000,11700.000000000000000
50,18,6,31.000000000000000,27900.000000000000000
51,19,5,6.000000000000000,5400.000000000000000
52,19,15,39.000000000000000,35100.000000000000000
53,19,17,2.000000000000000,1800.000000000000000
54,20,5,18.000000000000000,16200.000000000000000
55,20,6,25.000000000000000,22500.000000000000000
56,21,5,23.000000000000000,20700.000000000000000
57,21,6,8.000000000000000,7200.000000000000000
58,21,8,5.000000000000000,4500.000000000000000
59,21,14,8.000000000000000,7200.000000000000000
60,21,18,2.000000000000000,1800.000000000000000
61,22,5,43.000000000000000,38700.000000000000000
62,23,10,17.000000000000000,15300.000000000000000
63,23,15,13.000000000000000,11700.000000000000000
64,23,16,15.000000000000000,13500.000000000000000
65,24,18,44.000000000000000,39600.000000000000000
66,25,5,23.000000000000000,20700.000000000000000
67,25,6,21.000000000000000,18900.000000000000000
68,26,1,34.000000000000000,30600.000000000000000
69,26,6,10.000000000000000,9000.000000000000000
70,27,5,25.000000000000000,22500.000000000000000
